Part Name,FIXED Modular design
Working BOM,"as of July 31, 2025 at 12:54:05 AM UTC"
Exported by,yaoy26@okemosk12.net
Time of Export,"12:54 AM Jul 31, 2025"

Level,Part Number,Part Name,External Component,Milestone,Description,Item Number,Lifecycle,Revision,State,Quantity,Material Name,Change Order
1,FIXED Modular design,FIXED Modular design,,,,,,,Working,1,Steel
1.1,90304A311_Steel Pan Head Torx Screws,90304A311_Steel Pan Head Torx Screws,External,,STEP AP203,,,,Working,1,Steel
1.2,FLANGE_COUPLING_W_GRUB_SCREW_ASM,flange_coupling_w_grub_screw_asm,External,,,,,,Working,1,Steel
1.2.1,M6X8_GRUB_SCREW,M6X8_GRUB_SCREW,,,NOT SPECIFIED,,,,Working,1,Steel
1.2.2,FLANGE_COUPLING_W_KEYWAY,FLANGE_COUPLING_W_KEYWAY,,,NOT SPECIFIED,,,,Working,1,Steel
1.3,23HS22-2804S-HG50,23HS22-2804S-HG50,External,,STEP AP214,,,,Working,1,Steel
1.4,FLANGE_COUPLING_W_GRUB_SCREW_ASM,flange_coupling_w_grub_screw_asm v1 (2),,,,,,,Working,1,Steel
1.4.1,M6X8_GRUB_SCREW,M6X8_GRUB_SCREW (2),,,NOT SPECIFIED,,,,Working,1,Steel
1.4.2,FLANGE_COUPLING_W_KEYWAY,FLANGE_COUPLING_W_KEYWAY (2),,,NOT SPECIFIED,,,,Working,1,Steel
1.5,90304A311_Steel Pan Head Torx Screws,90304A311_Steel Pan Head Torx Screws v1 (1),,,STEP AP203,,,,Working,1,Steel
1.6,Base2,Base2,,,,,,,Working,1,Steel
1.7,Link 2,Link 2,,,,,,,Working,1,Steel
1.7.1,ST-M2,ST-M2 v1 (1),,,STEP AP214,,,,Working,1,Steel
1.8,23HS22-2804S-HG50,23HS22-2804S-HG50 v1 (2),,,STEP AP214,,,,Working,1,Steel
1.9,Base1,Base1,,,,,,,Working,1,Steel
1.10,23HS22-2804S-HG50,23HS22-2804S-HG50 v1,,,STEP AP214,,,,Working,1,Steel
1.11,STM32 Other motors 1,STM32 Other motors v1,,,KiCad electronic assembly,,,,Working,1,Steel
1.11.1,"TerminalBlock_Phoenix_MKDS-1,5-2-5.08_1x02_P5.08mm_Horizontal","TerminalBlock_Phoenix_MKDS-1,5-2-5.08_1x02_P5.08mm_Horizontal",,,,,,,Working,2,Steel
1.11.1.1,TerminalBlock_Phoenix_MKDS_15_2_508_1x02_P508mm_Horizontal,TerminalBlock_Phoenix_MKDS_15_2_508_1x02_P508mm_Horizontal,,,,,,,Working,1,Steel
1.11.2,FanPinHeader_1x04_P2.54mm_Vertical,FanPinHeader_1x04_P2.54mm_Vertical,,,,,,,Working,2,Steel
1.11.2.1,Fan_Pin_Header_Straight_1x04,Fan_Pin_Header_Straight_1x04,,,,,,,Working,1,Steel
1.11.3,C_0201_0603Metric,C_0201_0603Metric (1),,,,,,,Working,4,Steel
1.11.3.1,C_0201_0603Metric,C_0201_0603Metric,,,,,,,Working,1,Steel
1.11.4,R_0402_1005Metric,R_0402_1005Metric (1),,,,,,,Working,7,Steel
1.11.4.1,R_0402_1005Metric,R_0402_1005Metric,,,,,,,Working,1,Steel
1.11.5,C_01005_0402Metric,C_01005_0402Metric (1),,,,,,,Working,18,Steel
1.11.5.1,C_01005_0402Metric,C_01005_0402Metric,,,,,,,Working,1,Steel
1.11.6,R_0201_0603Metric,R_0201_0603Metric (1),,,,,,,Working,2,Steel
1.11.6.1,R_0201_0603Metric,R_0201_0603Metric,,,,,,,Working,1,Steel
1.11.7,C_0402_1005Metric,C_0402_1005Metric (1),,,,,,,Working,3,Steel
1.11.7.1,C_0402_1005Metric,C_0402_1005Metric,,,,,,,Working,1,Steel
1.11.8,CP_Elec_5x3.9,CP_Elec_5x3.9,,,,,,,Working,2,Steel
1.11.8.1,CP_Elec_5x39,CP_Elec_5x39,,,,,,,Working,1,Steel
1.11.9,C_1210_3225Metric,C_1210_3225Metric (1),,,,,,,Working,1,Steel
1.11.9.1,C_1210_3225Metric,C_1210_3225Metric,,,,,,,Working,1,Steel
1.11.10,LQFP-48_7x7mm_P0.5mm,LQFP-48_7x7mm_P0.5mm,,,,,,,Working,1,Steel
1.11.10.1,LQFP_48_7x7mm_P05mm,LQFP_48_7x7mm_P05mm,,,,,,,Working,1,Steel
1.11.11,R_1206_3216Metric,R_1206_3216Metric (1),,,,,,,Working,4,Steel
1.11.11.1,R_1206_3216Metric,R_1206_3216Metric,,,,,,,Working,1,Steel
1.11.12,TO-263-5_TabPin3,TO-263-5_TabPin3,,,,,,,Working,1,Steel
1.11.12.1,CQ assembly,CQ assembly,,,,,,,Working,1,Steel
1.11.13,R_0805_2012Metric,R_0805_2012Metric (1),,,,,,,Working,1,Steel
1.11.13.1,R_0805_2012Metric,R_0805_2012Metric,,,,,,,Working,1,Steel
1.11.14,STM32 Other motors_PCB,STM32 Other motors_PCB,,,,,,,Working,1,Steel
1.11.15,C_0603_1608Metric,C_0603_1608Metric (1),,,,,,,Working,1,Steel
1.11.15.1,C_0603_1608Metric,C_0603_1608Metric,,,,,,,Working,1,Steel
1.11.16,SW_Slide_SPDT_Straight_CK_OS102011MS2Q,SW_Slide_SPDT_Straight_CK_OS102011MS2Q (1),,,,,,,Working,1,Steel
1.11.16.1,SW_Slide_SPDT_Straight_CK_OS102011MS2Q,SW_Slide_SPDT_Straight_CK_OS102011MS2Q,,,,,,,Working,1,Steel
1.11.17,SW_SPST_REED_CT05-XXXX-J1,SW_SPST_REED_CT05-XXXX-J1,,,,,,,Working,1,Steel
1.11.17.1,ASSEMBLY,ASSEMBLY,,,,,,,Working,1,Steel
1.11.18,LED_D2.0mm_W4.0mm_H2.8mm_FlatTop,LED_D2.0mm_W4.0mm_H2.8mm_FlatTop (1),,,,,,,Working,1,Steel
1.11.18.1,LED_D2.0mm_W4.0mm_H2.8mm_FlatTop,LED_D2.0mm_W4.0mm_H2.8mm_FlatTop,,,,,,,Working,1,Steel
1.11.19,L_0402_1005Metric,L_0402_1005Metric (1),,,,,,,Working,2,Steel
1.11.19.1,L_0402_1005Metric,L_0402_1005Metric,,,,,,,Working,1,Steel
1.11.20,SOT-223,SOT-223,,,,,,,Working,1,Steel
1.11.20.1,SOT_223,SOT_223,,,,,,,Working,1,Steel
1.11.21,Crystal_SMD_0603-4Pin_6.0x3.5mm,Crystal_SMD_0603-4Pin_6.0x3.5mm,,,,,,,Working,1,Steel
1.11.21.1,SMD_0603_4Pin,SMD_0603_4Pin,,,,,,,Working,1,Steel
1.12,ST-M2,ST-M2 v1,,,STEP AP214,,,,Working,1,Steel
1.13,FLANGE_COUPLING_W_GRUB_SCREW_ASM,flange_coupling_w_grub_screw_asm v1,,,,,,,Working,1,Steel
1.13.1,FLANGE_COUPLING_W_KEYWAY,FLANGE_COUPLING_W_KEYWAY,,,NOT SPECIFIED,,,,Working,1,Steel
1.13.2,M6X8_GRUB_SCREW,M6X8_GRUB_SCREW,,,NOT SPECIFIED,,,,Working,1,Steel
1.14,Base2 (1),Base2 (1),,,,,,,Working,1,Steel
1.15,STM32 Other motors 1,STM32 Other motors v1 (1),,,KiCad electronic assembly,,,,Working,1,Steel
1.15.1,C_01005_0402Metric,C_01005_0402Metric (1) (1),,,,,,,Working,18,Steel
1.15.1.1,C_01005_0402Metric,C_01005_0402Metric (2),,,,,,,Working,1,Steel
1.15.2,SOT-223,SOT-223 (1),,,,,,,Working,1,Steel
1.15.2.1,SOT_223,SOT_223 (1),,,,,,,Working,1,Steel
1.15.3,R_1206_3216Metric,R_1206_3216Metric (1) (1),,,,,,,Working,4,Steel
1.15.3.1,R_1206_3216Metric,R_1206_3216Metric (2),,,,,,,Working,1,Steel
1.15.4,CP_Elec_5x3.9,CP_Elec_5x3.9 (1),,,,,,,Working,2,Steel
1.15.4.1,CP_Elec_5x39,CP_Elec_5x39 (1),,,,,,,Working,1,Steel
1.15.5,Crystal_SMD_0603-4Pin_6.0x3.5mm,Crystal_SMD_0603-4Pin_6.0x3.5mm (1),,,,,,,Working,1,Steel
1.15.5.1,SMD_0603_4Pin,SMD_0603_4Pin (1),,,,,,,Working,1,Steel
1.15.6,C_0201_0603Metric,C_0201_0603Metric (1) (1),,,,,,,Working,4,Steel
